"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23" "V24" "V25" "V26" "V27" "V28" "V29" "V30" "V31" "V32" "V33" "V34" "V35" "V36" "V37" "V38" "V39" "V40" "V41" "V42" "V43" "V44" "V45" "V46" "V47" "V48" "V49" "V50" "V51" "V52" "V53" "V54" "V55" "V56" "V57" "V58" "V59" "V60" "V61" "V62" "V63" "V64" "V65" "V66" "V67" "V68" "V69" "V70" "V71" "V72" "V73" "V74" "V75" "V76" "V77" "V78" "V79" "V80" "V81" "V82" "V83" "V84" "V85" "V86" "V87" "V88" "V89" "V90" "V91" "V92" "V93" "V94" "V95" "V96" "V97" "V98" "V99" "V100"
"275" -6.70441853205401 -9.86332764292717 -4.29177427905663 -7.20161714185523 -5.93634396762373 -14.9499305512992 -13.4927671085431 -11.3900450833928 -7.7060104288835 -5.0024241477016 -4.92359272623428 -4.81193483553124 -5.69654709634997 -7.2510302165721 -13.6906764877196 -15.4797662072171 -5.07454161196732 -6.25397987768028 -8.09489923068449 -7.93804047654827 -11.8034167219802 -4.5856870287305 -13.9308083282553 -9.64344900252572 -6.80448305191361 -12.854530849074 -13.5290124049388 -5.44486138945137 -8.60539689077278 -10.1858670137637 -11.7915171596511 -7.47219030400474 -10.4285243479055 -17.9790637931612 -12.5355345330341 -2.46281460759104 -5.67465989668783 -4.15644609978802 -10.264163352644 -2.70771090947923 -7.53672128461189 -11.3281515898671 -10.5030533470202 -7.7148827132375 -8.31330749993435 -2.41816126987642 -7.26415175976729 -12.73544701533 -7.47733788087759 -12.386157846264 -12.9554440720324 -10.9294687371811 -6.97919715114108 -13.6655977310267 -10.499412286155 -14.148251169246 -7.67017817573679 -8.06278980847888 -8.42122273462058 -5.47149689918733 -8.22652259100249 -6.56705944335365 -11.5140296512003 -5.12226780344545 -2.33175266085834 -6.97460556689904 -16.1712996411926 2.21604321854854 -11.1028478347295 -12.137633642825 -1.31428132446165 -9.35220033466713 -11.6323175384284 -6.71242695436811 -8.09276214717114 -11.5826667323233 -9.43807229124174 -5.66036126334424 -5.71239834464923 -15.8937038099463 -2.61650424630551 -6.10814942070512 -6.43379865945477 -8.65621758632229 -7.07859760840341 -9.7639213978062 -9.21729991136657 -11.8301792271165 -7.93200101300273 -7.93275455712725 -10.8032017752296 -8.46508872870655 -8.86843859799762 -6.1089411367637 -5.74128136298468 -3.17137629028916 -13.5278268281516 -11.0127374929951 -1.41666188004654 -7.92320974410805
"276" -6.72794111059791 -9.19622939082023 -3.99043912115524 -7.29019119489474 -5.99570265849789 -14.9623415799826 -13.1855015546402 -11.3729641714015 -7.57623353338075 -5.01912752661631 -5.00142425848242 -4.87318005602475 -5.67380420082968 -7.08233005555901 -13.3865439279627 -15.4442020887591 -4.96017715294021 -6.33625228567161 -8.16236785045648 -7.55788671357993 -11.8273698660773 -4.31618103706271 -14.0548924205487 -9.59114362756575 -6.78865977389582 -12.9338263622466 -13.3854883052031 -4.93769952886516 -8.67343850076425 -10.3160148682879 -11.8130405121875 -7.23957061488445 -10.265241607833 -18.0318704942362 -12.4390308284515 -2.24838997607502 -5.72103048286632 -3.98535097899462 -10.3241518304196 -2.7270414758878 -7.58280161819718 -11.4610984712303 -10.5328420645489 -7.77243940754457 -8.21242042046326 -2.51355554989883 -7.28587391561164 -12.7653989961865 -7.08465074687721 -12.0830792688441 -12.9498153806147 -10.7890954267709 -6.55997240667252 -13.7644123624894 -10.0885256677884 -14.2222053328038 -7.65708595723769 -8.19204824834516 -8.23137899873612 -5.28387919980631 -8.34623026161723 -6.49568706164394 -11.3109612076574 -5.04891106041394 -2.35305775624002 -7.07923786003808 -16.0218576347926 2.2915701128728 -11.140621808053 -12.1174529058786 -1.36052292378079 -9.3364555862024 -11.7384115263928 -6.69271917338252 -8.08035757450927 -11.6388918464169 -9.20223699572069 -5.76375607136981 -5.6149203380004 -15.4865043928489 -2.47328230548012 -6.01518461501751 -6.55975697301197 -8.78619979183324 -7.03502958197704 -9.89429600436078 -9.31269784551849 -11.7665334485404 -7.99880328956928 -8.00193436894197 -10.234018604596 -8.50727992896705 -8.99653176900692 -6.18171138231167 -5.86057514106524 -3.201412455982 -13.4777613001393 -11.1080973183965 -1.4853531095727 -8.01896939447593
"277" -6.67735994096952 -9.16076662738117 -3.99878718065199 -7.30022007468898 -5.99824843327232 -14.9332686239199 -13.1898650538723 -11.3109050059647 -7.43189650642422 -5.01372570287835 -5.01121762412036 -4.87235531378316 -5.66155732440026 -7.08254875070264 -13.2640826634065 -15.454188165459 -4.96399961249276 -6.34448510724681 -8.12553486436458 -7.48650896995184 -11.8258889130375 -4.29986412906886 -14.0449619527647 -9.59047383362235 -6.72437810419111 -12.785202383418 -13.3956711096975 -4.93682848205217 -8.65910078954968 -10.2809347764625 -11.7207486828066 -7.2389863944738 -10.2751748357739 -17.8762316412686 -12.4490445323766 -2.2576221088134 -5.73035571684541 -3.93805338930207 -10.3107857378804 -2.61344404182386 -7.56340039962249 -11.0815477588083 -10.5392123504347 -7.78031278314708 -8.17748303266863 -2.50061529745556 -7.1012156271933 -12.7582498661849 -7.08833024752169 -12.0504678719846 -12.9590815337903 -10.6455538302851 -6.4972640904351 -13.7568971455885 -10.0586093266394 -14.218206473495 -7.6594808963429 -8.20089014960317 -8.2304359127384 -5.1469231410558 -8.35282647159088 -6.48671124193294 -11.3132117354913 -4.5110399484436 -2.36012803645436 -7.0814798386468 -16.0041052196051 2.3555120335079 -11.0369258530681 -11.9782616981721 -1.27203868322916 -9.3395560336895 -11.6578072586478 -6.58926315465047 -8.04364557418147 -11.6388097138519 -9.21121450880031 -5.73977874535507 -5.57707401865704 -15.4558914888147 -1.97516111822824 -5.79998504855617 -6.51698120736044 -8.7920259086087 -6.96841796624232 -9.81779138749825 -9.31899212457363 -11.5110577388078 -7.93509061807396 -7.93694854406195 -10.2048460113487 -8.41311136378171 -8.95362709615872 -6.17959684122051 -5.86010202736562 -3.14816765055865 -13.2979344169733 -11.117807798415 -1.49085088840952 -7.81682162849142
"278" -6.60810883711709 -9.024520445964 -3.94670552232552 -7.30462506654828 -5.90170063290294 -14.8507409943989 -13.1844817707555 -11.2745406905973 -7.43103344577931 -5.01788056138057 -4.9965126133714 -4.85428475357987 -5.62771897907155 -7.07770146349789 -13.2665026467276 -15.426706280315 -4.72805960555993 -6.32659951804828 -8.10250068324057 -7.40414774224261 -11.815553378601 -4.30383484212047 -13.9954400332715 -9.50383845708343 -6.67533380690919 -12.7741072870066 -13.3792723816219 -4.9386730034211 -8.65946972269456 -10.2139587942944 -11.6993170566662 -7.09452693252672 -10.2126581060407 -17.847377230574 -12.4374666667512 -2.25766107338385 -5.70503311794841 -3.88126344158315 -10.2749279453525 -2.60808450713843 -7.5491555544474 -11.0497381479276 -10.4270625217223 -7.49496949260207 -8.08465034705472 -2.48453120442833 -7.06884185812269 -12.7482720006026 -6.98673538055596 -11.5163602068625 -12.9637188618094 -10.642793012081 -6.46497359536022 -13.6763491273402 -9.82542378574984 -14.1813947486359 -7.66073921039661 -8.19273803408982 -8.20280298454852 -5.13629539186995 -8.32910181330972 -6.47886495171111 -11.1867912552146 -4.51498452068415 -2.21365964953764 -7.01474667283117 -15.7979185728197 2.35418020445898 -10.9863762800896 -11.9760879352208 -1.275893175039 -9.3433682272855 -11.5732613337116 -6.54683777130329 -8.03863845832877 -11.6248716747739 -9.16125438673865 -5.71855450666665 -5.43855086439162 -15.4592477563681 -1.96846740466006 -5.7989308503122 -6.51895129649225 -8.67415682854496 -6.95389715828691 -9.8198679955001 -9.31774517232848 -11.4906871617364 -7.72734212123769 -7.94077496305492 -10.2003892405905 -8.41063534993571 -8.77784440284988 -6.15532937997936 -5.86037684450238 -3.14949545860179 -13.3025753810066 -11.0996295660668 -1.49483385431493 -7.80291581015582
"279" -6.38692043951969 -8.98063091684276 -3.66087682141911 -7.78457135482622 -5.80130894554278 -15.039246375091 -12.981355294387 -12.0046569144189 -7.47399815939691 -4.82579371989482 -5.41572176214007 -5.00662274293371 -5.70527201088042 -7.07236636140325 -13.4337678954022 -14.6109508454298 -4.69748611653944 -6.10737264564825 -8.08487551945851 -6.9643865135665 -12.3413551226188 -3.77849809799273 -12.4549074726915 -9.50850748074048 -7.03413450932671 -12.0359168066503 -13.2211623581855 -5.09041838348303 -9.09806867619904 -10.5744739105 -11.9906405518243 -6.97589307667914 -10.459361133369 -17.7154102357568 -12.6099963237271 -1.88099358646141 -5.58266780151515 -3.41884972828261 -10.4557756542146 -2.28992329515871 -7.55077217178104 -10.4181931975401 -10.6119441996462 -7.56979604724708 -7.83415565664305 -2.85913184289317 -7.00400635090355 -12.8855757584976 -6.86294385475903 -11.8527520745622 -12.0372270811933 -10.8303412346514 -6.57787493125488 -13.5374723610301 -9.68346413808188 -13.9986303794702 -7.83768909455493 -8.70703809610951 -7.81261970520315 -5.37046412575166 -8.92170275871085 -7.01804895844165 -10.622731211627 -4.58335764632014 -2.30551499232714 -7.24981101544104 -15.4071063599539 1.81296173809324 -10.7601796679347 -12.3721256979785 -1.23682590737377 -9.28482284736105 -11.4347735870146 -6.52064648500121 -8.15871301712821 -12.16239391116 -8.7164814608814 -5.58094662300408 -5.38086000023121 -15.2182516311571 -2.50908555246765 -6.16741250831916 -6.4313295487656 -7.45232800187632 -6.58145998779036 -9.85376428683438 -9.77190368841199 -12.0671068733979 -6.82811865506512 -7.35575300005136 -10.4115013989285 -8.65659053551446 -8.52067031274579 -6.30429424278498 -5.22166325267683 -3.27223138500308 -13.347286709874 -10.4986518414476 -1.25242837883464 -8.08701991588745
"280" -6.52999438590771 -8.92265218223876 -3.09796308948307 -8.16330962824678 -5.16169496351724 -15.39024073901 -13.1746265465757 -12.2327707563926 -7.10693401369451 -4.47700159081075 -5.65681264259339 -4.89594491279972 -6.03777917904988 -7.01977245223708 -13.4664983688425 -14.4604651953168 -4.80297054432919 -5.92680426175474 -8.22440007668588 -6.81839124625809 -12.6715825534887 -4.08164284819448 -12.1288982085655 -9.39155676449548 -7.06722536413451 -12.0552872420317 -13.0991263598338 -5.11602024444779 -9.4811158765685 -10.8290056481597 -11.9036417008139 -7.13464173115088 -10.5420901112216 -17.5797358768211 -12.795457442645 -1.96777499541674 -5.35681664273313 -3.71626019533233 -10.6024481566253 -2.44855463796516 -7.54811777652136 -10.14589323368 -10.904211247371 -7.414646109643 -8.03532387703625 -2.83699021270023 -6.89425067377023 -12.8760225749025 -7.14749289018561 -11.5099404326042 -12.0503540066019 -10.9331790827411 -6.8031787747419 -13.5796000469112 -9.63885415985009 -14.3086452548805 -7.71430061964182 -8.68242303314664 -7.98501389050701 -5.68419544487881 -8.93411174185053 -6.72516813906223 -10.7383055759533 -4.83533164905698 -2.25798758632096 -7.44165809114363 -15.4957931110518 1.56106675042589 -10.6084690138672 -12.3707778440087 -1.38406943685205 -9.36105410102224 -11.432840551255 -6.71046518115577 -8.02312926864543 -12.1111929728247 -8.34122802730486 -5.8344988235562 -5.00394459569928 -15.4600816678383 -1.89769598487433 -5.87033305329583 -6.49847973213231 -7.5728254607667 -6.63051537787529 -10.0718109504055 -10.0319617559969 -12.2575545259454 -6.96235709970163 -6.87813304386993 -10.0511318031233 -8.90926181491734 -8.49301522583912 -5.87529178552364 -5.24798529462394 -3.39157885008767 -12.6493832385348 -10.230303313093 -1.34439224554403 -7.81181053195885
"281" -6.52259822140215 -8.9207598179625 -3.08023841626881 -8.14227701810784 -5.15848609496707 -15.3796811967772 -13.1744211787599 -12.1238143128934 -7.06188726818591 -4.47691122996094 -5.63585779769624 -4.85339821510704 -6.03274193514889 -6.87675499151885 -13.3793080124491 -14.4414201521716 -4.80080138631946 -5.92091842678681 -8.21336699890636 -6.81015944476073 -12.6634981036333 -4.04777513344043 -12.1277778722339 -9.31070721914651 -7.00915418543764 -11.9938201505668 -13.0875930400288 -5.10677117220473 -9.47840627159406 -10.8226351860898 -11.8927555456489 -7.10720357132477 -10.5389751120086 -17.5496803193427 -12.7955835458879 -1.92478331202395 -5.3569159877755 -3.67777220704655 -10.5967967478079 -2.43949922486801 -7.54216341249407 -9.90775279910416 -10.9039480449689 -7.40183065347302 -7.8833328913311 -2.77668266664899 -6.89417876947007 -12.8762480704667 -7.14766955993751 -11.5099456856155 -12.0501059429681 -10.9240347387023 -6.74939360524813 -13.2433229599927 -9.45261713974313 -14.3067641187862 -7.71147354935475 -8.66883863414674 -7.96603483798364 -5.68378246461809 -8.91929066834476 -6.6935531302011 -10.7358176125616 -4.81358386553479 -2.24780713166097 -7.43967133899006 -15.4368121361777 1.59183434570734 -10.4794201188102 -12.3503578751404 -1.36477797191594 -9.18971209320267 -11.002065292505 -6.65190606802011 -7.88545022124445 -12.1058629300128 -8.3408209872359 -5.83458558952406 -4.98997830599475 -15.4216302749615 -1.85674755616414 -5.85712348907086 -6.48719605544563 -7.57097340766493 -6.51684397035277 -10.0463440809977 -10.022417861912 -12.2068581316411 -6.94933499391757 -6.87834786057429 -9.88087405688047 -8.89693547653516 -8.47476768247513 -5.79317656499108 -5.18362195657287 -3.18874714459525 -12.5282305895883 -10.0263978404747 -1.34150850995662 -7.74060373604324
"282" -6.60644329922828 -9.05344019683159 -2.55567952639053 -7.97983631914392 -5.15582115042372 -15.5820481393548 -13.2585941510132 -12.1721598554547 -7.27858055255344 -4.67539237214412 -5.46967772018969 -4.97271531039045 -6.17315079367589 -6.98966345510188 -13.5628430564405 -14.0927528322011 -4.945405432687 -5.95646711648763 -8.50813573390104 -6.51593330329712 -12.8563811805498 -4.19302288435066 -12.3019497817839 -9.5453084954187 -7.14088743705483 -11.9839420205959 -13.083970709731 -4.90787484529995 -9.63321926891856 -10.7927776050361 -11.7686809638484 -7.27009126442808 -10.8214492594242 -16.8635629446002 -12.9618222733924 -2.0514242719057 -5.4449003456271 -3.67514974426826 -10.5057676716838 -2.63394129041994 -7.64439554212275 -9.97567668571333 -10.9858679509376 -7.41554986984738 -7.88345383768747 -3.01962829756861 -7.11975971333449 -12.9845728150882 -6.54794851218443 -11.5351352483063 -12.1897073789889 -10.8679037811689 -6.59928442885982 -13.3172642039118 -9.22150207515677 -14.6417563801263 -7.67861557505634 -8.86914803473557 -7.91952496336856 -5.37329295778513 -8.93408184147237 -6.88479857872131 -10.9180326879015 -4.87828173696525 -2.28405675471606 -7.25241498400928 -15.1308550941582 2.14652082221882 -9.48071006922724 -12.4079465739921 -1.24134650926957 -8.66080352318448 -10.9607344635956 -6.7863105324695 -8.17347742092165 -11.6245042634989 -7.61361467078843 -5.49854171431827 -5.21687770881987 -15.6535729643644 -1.41589795859354 -5.72639365753911 -6.31040341355513 -7.74566839823649 -6.80076770109861 -10.3179905652299 -10.1067507849372 -12.4712263062664 -6.83240363442486 -7.02809306762837 -9.7238429135097 -8.98801622344854 -8.14687504702665 -5.79166983943968 -4.98128663794322 -3.28463476091494 -12.723897591495 -9.8610554326195 -1.06822381820901 -7.90992682433045
"283" -6.43751237905426 -9.13363865946355 -2.23156438229666 -7.95241532777151 -4.96602611876082 -15.6566689000274 -13.1268150031257 -11.906750230187 -7.41269875731587 -4.60973493126915 -5.55876042407371 -4.94659047136783 -6.25729707488618 -7.10521089022507 -13.6087389565753 -13.6612086017666 -4.77962063394031 -5.67701021912153 -8.46413084051409 -6.50444636636136 -12.9881033708186 -4.26028314846121 -12.3720002227356 -9.09551208006924 -7.18285082157284 -12.0973299706086 -12.907595263375 -4.97112424365067 -9.56980594878014 -10.7530836807661 -11.8443662606797 -7.34546177033204 -10.7268394715414 -16.9194839922995 -12.8680058032876 -2.10256025451787 -5.54767840295547 -3.643943085278 -10.4964692475492 -2.58059831449018 -7.65677065317978 -9.86254960209823 -11.0591610836728 -7.38992691875588 -7.91310509134366 -2.89200631361184 -7.11563352176621 -13.061940277428 -6.19226624141027 -11.3190172506916 -11.948557159889 -10.9187163983703 -6.37031333536842 -13.421609211359 -9.36018106527339 -14.6072990153206 -7.70068186902235 -9.00227173111412 -7.9362395645765 -5.51573478588483 -8.73957031861694 -6.95260073016795 -10.8862074584785 -4.75970262856271 -2.290222775221 -7.39280387547119 -15.0439136351432 2.01548392948165 -9.45720234693359 -12.3275951803814 -1.3795267737766 -8.51219708428239 -10.674366443082 -6.90432886827363 -7.96595483137528 -11.5977822769378 -7.55059360880739 -5.31272820981916 -4.99701376656578 -15.5944490234083 -1.38324791519542 -5.73964439713781 -6.41576213878579 -7.58872382569908 -6.71406045733882 -10.0814665560131 -10.1873437517279 -12.339908048952 -6.95176452132023 -6.9805735369731 -9.73580605703408 -9.11726602117184 -8.09198723847471 -5.72834458230727 -5.04610975548239 -2.98899998897773 -12.6582392242109 -9.96789020754876 -1.1265902790355 -7.95882670324135
"284" -6.57046069410585 -9.01757167398727 -2.17288320136486 -8.0605173998026 -4.78529987717415 -15.5490710914912 -13.2019553744991 -12.0526767076469 -7.00905351941468 -4.81953903047556 -5.74077543245448 -4.96346212829812 -6.317148676385 -7.07276714032152 -13.7783081180303 -13.563698825326 -4.85896009338347 -5.82552404978547 -8.59885003833245 -6.42427997098234 -12.8504383902934 -4.1574231129559 -12.3524603831312 -8.88005356855217 -6.87759062742632 -12.0529243749306 -13.1334705791076 -5.14923631112223 -9.78215696108575 -10.6098329920605 -11.5798400592204 -7.08971920135497 -10.4318395357166 -16.751999719921 -12.8063030542813 -2.04289484191278 -5.46852261432655 -3.85269323335289 -10.4286767952958 -2.62925955925779 -7.69520456494339 -9.83785183860164 -11.02812361799 -7.55579516198681 -7.61050537838568 -2.98259272706858 -7.08187896662795 -12.8810529566495 -5.74164611239636 -11.3109103805799 -11.788071406895 -11.0863061766505 -6.43260167432396 -13.6427529369062 -9.57445299084807 -14.6478916811022 -7.76576300756451 -9.03301827635858 -8.14114582383803 -5.29382009587527 -8.69640489683636 -6.96192315105575 -11.0560642681247 -4.95510343282899 -2.37624768256264 -7.56524625384543 -15.1972130359103 2.17822365792927 -9.43151016147077 -12.4578403174999 -1.34300425713336 -8.37428953799339 -10.7569267427152 -6.80050516454236 -8.18340604083645 -11.7463277734414 -7.3618523510917 -5.13795347795434 -5.20215375341524 -15.0783888345682 -1.27285605547587 -5.56738671013286 -6.54088958318635 -7.6718292448491 -6.79894597642146 -9.78371970193437 -10.3128533505567 -12.5630548404006 -6.99497648495779 -7.15226478002793 -9.60124758232712 -8.87888131227779 -8.15749296368757 -5.84049347407058 -5.22560312201601 -3.01369212241565 -12.1172498651037 -9.99759243797071 -1.23615472417036 -8.1443621319532
"285" -6.54624808587121 -8.37182578903144 0.03063152281505 -9.07443167054936 -4.57040469717553 -14.9959231039695 -14.3360998325348 -12.3126472257052 -6.74557745615139 -5.22573728832147 -5.8245931199961 -5.12891928952754 -4.99849251987088 -8.39798877334659 -16.458915175187 -13.8444266231561 -4.77099121811524 -6.69897425291359 -9.90515819724232 -5.6576429978342 -14.9624604555709 -5.88004221220824 -14.912185099798 -7.24188965762453 -6.58782136051905 -15.868316200256 -15.2521259640768 -6.70277203719072 -9.16431374546154 -11.3434166113457 -12.6819388890552 -6.17947722091776 -11.024117699685 -16.4449098516783 -13.6317891378019 -2.98212355027108 -7.23352362456584 -3.08236404059139 -9.36695039443627 -3.88690271707028 -7.26442825832674 -8.81846952916594 -10.9343628020134 -8.3543322235357 -8.30514598473449 -3.97688702746422 -5.21468624578352 -15.3265562783159 -5.28826623954133 -12.6048315476749 -12.7223606024465 -14.2894545969579 -4.83464891835717 -17.7805963253281 -10.299094052918 -16.1124082754202 -8.27845273761259 -10.1343481048004 -7.28478645246482 -5.97027167155952 -9.99715958829153 -5.97458101306434 -12.4840356449427 -6.40129491694659 -3.94728560205693 -7.38209211780489 -15.5458427083473 3.24550165062336 -10.3975181942017 -12.083719915908 -0.994545554383497 -10.1585262965981 -11.1955609516853 -8.01792308771929 -8.20761367317022 -12.8680046092211 -6.93707680373292 -5.75143730760592 -3.41584970860058 -15.8836562048362 -2.02132358798499 -5.64677148488566 -8.47049870789582 -8.21410335646931 -8.49187669362235 -9.03719720522722 -10.6746336039127 -13.8672576259414 -7.40608018013105 -7.99499345213175 -10.3171179823829 -9.53188339668933 -9.73650718384735 -4.40090511219304 -6.57390648729372 -4.09411896246827 -13.281103758781 -11.6777334306113 -0.954809468128559 -10.0933613887613
